Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Submitted via,Date received,Date sent to company,Company,Company response,Timely response?,Consumer disputed?
1312843,Credit card,,Transaction issue,,OK,73110,Web,4/2/2015,4/2/2015,GE Capital Retail,Closed with monetary relief,Yes,Yes
1312854,Credit card,,Balance transfer,,NC,27376,Web,4/2/2015,4/2/2015,Bank of America,Closed with monetary relief,Yes,No
1312965,Credit card,,Other,,NY,11379,Web,4/2/2015,4/2/2015,JPMorgan Chase,Closed with explanation,Yes,No
1313131,Credit card,,Closing/Cancelling account,,PA,18976,Web,4/2/2015,4/3/2015,RBS Citizens,Closed with explanation,Yes,
1312448,Credit card,,Other,,DE,19901,Referral,4/2/2015,4/6/2015,Bank of America,Closed with explanation,Yes,No
1312251,Credit card,,Billing disputes,,KY,40965,Web,4/2/2015,4/7/2015,Discover,Closed with non-monetary relief,Yes,Yes
1312235,Credit card,,Unsolicited issuance of credit card,,OR,97504,Web,4/2/2015,4/2/2015,JPMorgan Chase,Closed with non-monetary relief,Yes,No
1312382,Credit card,,Delinquent account,,TX,77339,Web,4/2/2015,4/2/2015,Capital One,Closed with explanation,Yes,No
1312381,Credit card,,Delinquent account,,TX,77339,Web,4/2/2015,4/2/2015,Capital One,Closed with explanation,Yes,No
1312367,Credit card,,Identity theft / Fraud / Embezzlement,,TN,37128,Phone,4/2/2015,4/3/2015,Fifth Third Bank,Closed with non-monetary relief,Yes,No
1312444,Credit card,,Billing disputes,,OH,43068,Referral,4/2/2015,4/6/2015,Synovus Bank,Closed with monetary relief,Yes,No
1312426,Credit card,,Billing disputes,,NY,11418,Web,4/2/2015,4/6/2015,Citibank,Closed with explanation,Yes,Yes
1312392,Credit card,,Unsolicited issuance of credit card,,CA,92694,Web,4/2/2015,4/2/2015,Discover,Closed with non-monetary relief,Yes,Yes
1313396,Credit card,,Credit card protection / Debt protection,,IL,60085,Web,4/2/2015,4/6/2015,Discover,Closed with monetary relief,Yes,No
1313322,Credit card,,Billing disputes,,VA,,Phone,4/2/2015,4/6/2015,Bank of America,Closed with explanation,Yes,No
1312535,Credit card,,Bankruptcy,,VA,22407,Referral,4/2/2015,4/6/2015,Bank of America,Closed with explanation,Yes,No
1313659,Credit card,,Closing/Cancelling account,,,,Referral,4/2/2015,4/8/2015,Navy FCU,Closed with explanation,Yes,
1313879,Credit card,,Credit card protection / Debt protection,,TX,75253,Web,4/2/2015,4/2/2015,JPMorgan Chase,Closed with explanation,Yes,No
1313925,Credit card,,Billing disputes,,CA,92584,Phone,4/2/2015,4/7/2015,Capital One,Closed with explanation,Yes,
1313950,Credit card,,Other fee,,SC,29576,Web,4/2/2015,4/2/2015,Citibank,Closed with explanation,Yes,No
1313946,Credit card,,Privacy,,GA,30269,Web,4/2/2015,4/2/2015,Capital One,Closed with explanation,Yes,No
1313984,Credit card,,Rewards,,CA,90230,Web,4/2/2015,4/2/2015,JPMorgan Chase,Closed with explanation,Yes,Yes
1314014,Credit card,,Identity theft / Fraud / Embezzlement,,CA,93727,Referral,4/2/2015,4/6/2015,Discover,Closed with explanation,Yes,
1314012,Credit card,,Rewards,,NJ,8701,Referral,4/2/2015,4/6/2015,Amex,Closed with explanation,Yes,Yes
1314056,Credit card,,Balance transfer,,PA,15227,Web,4/2/2015,4/2/2015,Capital One,Closed with monetary relief,Yes,
1314262,Credit card,,Identity theft / Fraud / Embezzlement,,MN,55767,Postal mail,4/2/2015,4/6/2015,Capital One,Closed with explanation,Yes,
1314261,Credit card,,Identity theft / Fraud / Embezzlement,,MN,55767,Postal mail,4/2/2015,4/2/2015,USAA Savings,Closed with non-monetary relief,Yes,No
1314107,Credit card,,Payoff process,,IL,60448,Referral,4/2/2015,4/6/2015,JPMorgan Chase,Closed with explanation,Yes,Yes
1314260,Credit card,,Other,,NY,11787,Phone,4/2/2015,4/6/2015,Citibank,Closed with explanation,Yes,No
1314487,Credit card,,Credit determination,,FL,32811,Web,4/2/2015,4/3/2015,Citibank,Closed with explanation,Yes,Yes
1314651,Credit card,,Billing disputes,,TX,76107,Web,4/2/2015,4/3/2015,Bank of America,Closed with monetary relief,Yes,Yes
1314671,Credit card,,Customer service / Customer relations,,NJ,7054,Web,4/2/2015,4/7/2015,Citibank,Closed with explanation,Yes,No
1314690,Credit card,,Unsolicited issuance of credit card,,KS,66106,Web,4/2/2015,4/7/2015,GE Capital Retail,Closed with explanation,Yes,No
1311023,Credit card,,Unsolicited issuance of credit card,,NY,11691,Referral,4/1/2015,4/6/2015,JPMorgan Chase,Closed with non-monetary relief,Yes,No
1311020,Credit card,,Other fee,,VA,22102,Referral,4/1/2015,4/2/2015,Amex,Closed with explanation,Yes,No
1310855,Credit card,,Closing/Cancelling account,,NC,27845,Postal mail,4/1/2015,4/3/2015,Citibank,Closed with explanation,Yes,Yes
1310821,Credit card,,APR or interest rate,,MD,20785,Referral,4/1/2015,4/3/2015,Citibank,Closed with explanation,Yes,Yes
1310883,Credit card,,Advertising and marketing,,IL,60463,Phone,4/1/2015,4/2/2015,U.S. Bancorp,Closed with non-monetary relief,Yes,No
1310920,Credit card,,Payoff process,,CA,92677,Postal mail,4/1/2015,5/15/2015,Discover,Closed with explanation,Yes,
1310905,Credit card,,Cash advance fee,,TX,77640,Fax,4/1/2015,4/7/2015,GE Capital Retail,Closed with explanation,Yes,Yes
1310950,Credit card,,Overlimit fee,,VA,20109,Web,4/1/2015,4/1/2015,GE Capital Retail,Closed with monetary relief,Yes,No
1311027,Credit card,,APR or interest rate,,NJ,7730,Referral,4/1/2015,4/6/2015,Amex,Closed with explanation,Yes,Yes
1311058,Credit card,,Advertising and marketing,,MD,20853,Web,4/1/2015,4/1/2015,JPMorgan Chase,Closed with non-monetary relief,Yes,Yes
1310060,Credit card,,Arbitration,,NY,10708,Web,4/1/2015,4/3/2015,Discover,Closed with explanation,Yes,No
1310075,Credit card,,Delinquent account,,GA,30707,Web,4/1/2015,4/3/2015,Credit Card Receivables Fund Incorporated,Closed with explanation,Yes,Yes
1310090,Credit card,,Delinquent account,,AZ,85260,Web,4/1/2015,4/1/2015,Citibank,Closed with explanation,Yes,Yes
1310089,Credit card,,Delinquent account,,AZ,85260,Web,4/1/2015,4/1/2015,Fifth Third Bank,Closed with explanation,Yes,No
1311076,Credit card,,Late fee,,NJ,7109,Postal mail,4/1/2015,4/6/2015,Citibank,Closed with explanation,Yes,Yes
1310139,Credit card,,Other,,NY,10065,Web,4/1/2015,4/1/2015,Bank of America,Closed with explanation,Yes,Yes
1311083,Credit card,,Transaction issue,,TX,75249,Web,4/1/2015,4/6/2015,PayPal,Closed with explanation,Yes,No
1310165,Credit card,,Credit card protection / Debt protection,,CA,93965,Web,4/1/2015,4/6/2015,Citibank,Closed with explanation,Yes,Yes
1310265,Credit card,,Billing statement,,FL,33815,Referral,4/1/2015,4/6/2015,GE Capital Retail,Closed with non-monetary relief,Yes,No
1310207,Credit card,,Billing disputes,,SC,29202,Referral,4/1/2015,4/3/2015,Citibank,Closed with explanation,Yes,No
1311120,Credit card,,Identity theft / Fraud / Embezzlement,,MD,20878,Web,4/1/2015,4/1/2015,Capital One,Closed with explanation,Yes,No
1310232,Credit card,,Customer service / Customer relations,,FL,33026,Web,4/1/2015,4/1/2015,Citibank,Closed with explanation,Yes,No
1311147,Credit card,,Billing disputes,,MD,20783,Phone,4/1/2015,4/6/2015,Capital One,Closed with explanation,Yes,No
1310231,Credit card,,Late fee,,OR,97220,Referral,4/1/2015,4/6/2015,JPMorgan Chase,Closed with explanation,Yes,No
1310254,Credit card,,Identity theft / Fraud / Embezzlement,,CA,92607,Fax,4/1/2015,4/6/2015,Wells Fargo,Closed with explanation,Yes,No
1310270,Credit card,,Other,,AZ,85937,Referral,4/1/2015,4/6/2015,Amex,Closed with explanation,Yes,Yes
1311360,Credit card,,Identity theft / Fraud / Embezzlement,,FL,34120,Web,4/1/2015,4/1/2015,Fifth Third Bank,Closed with explanation,Yes,No
1311359,Credit card,,Credit determination,,PA,19029,Web,4/1/2015,4/1/2015,Citibank,Closed with explanation,Yes,No
1310330,Credit card,,Credit line increase/decrease,,IN,47274,Web,4/1/2015,4/6/2015,GE Capital Retail,Closed with explanation,Yes,Yes
1311473,Credit card,,Billing statement,,CA,94706,Web,4/1/2015,4/1/2015,Bank of America,Closed with monetary relief,Yes,No
1311468,Credit card,,Billing disputes,,MN,55302,Phone,4/1/2015,4/2/2015,Capital One,Closed with monetary relief,Yes,No
1311459,Credit card,,Other,,CA,92835,Web,4/1/2015,4/2/2015,Amex,Closed with explanation,Yes,No
1311452,Credit card,,Credit card protection / Debt protection,,CA,94606,Web,4/1/2015,4/6/2015,"First National Collection Bureau, Inc.",Closed with explanation,Yes,No
1311456,Credit card,,Billing disputes,,NC,28645,Referral,4/1/2015,4/6/2015,Citibank,Closed with explanation,Yes,No
1311575,Credit card,,Closing/Cancelling account,,IN,46254,Web,4/1/2015,4/1/2015,JPMorgan Chase,Closed with explanation,Yes,No
1311562,Credit card,,Billing disputes,,KY,40299,Web,4/1/2015,4/1/2015,Capital One,Closed with explanation,Yes,No
1311654,Credit card,,Credit determination,,NC,28658,Web,4/1/2015,4/6/2015,Encore Capital Group,Closed with explanation,Yes,No
1311772,Credit card,,Identity theft / Fraud / Embezzlement,,CA,91205,Web,4/1/2015,4/1/2015,Bank of America,Closed with explanation,Yes,No
1311710,Credit card,,Credit line increase/decrease,,NY,10465,Postal mail,4/1/2015,4/6/2015,GE Capital Retail,Closed with explanation,Yes,No
1311731,Credit card,,Payoff process,,CO,80501,Web,4/1/2015,4/6/2015,First National Bank of Omaha,Closed with explanation,Yes,Yes
1311740,Credit card,,Credit line increase/decrease,,NY,10465,Postal mail,4/1/2015,4/3/2015,JPMorgan Chase,Closed with explanation,Yes,No
1311830,Credit card,,Billing disputes,,VA,22192,Web,4/1/2015,4/6/2015,Barclays,Closed with monetary relief,Yes,No
1311805,Credit card,,Closing/Cancelling account,,FL,33137,Web,4/1/2015,4/10/2015,JPMorgan Chase,Closed with non-monetary relief,Yes,No
1311835,Credit card,,Other,,AZ,85142,Web,4/1/2015,4/1/2015,Capital One,Closed with non-monetary relief,Yes,
1311865,Credit card,,Delinquent account,,SC,29112,Referral,4/1/2015,4/3/2015,Bank of America,Closed with explanation,Yes,No
1311860,Credit card,,Billing disputes,,NJ,7701,Referral,4/1/2015,4/6/2015,JPMorgan Chase,Closed with explanation,Yes,No
1311856,Credit card,,Identity theft / Fraud / Embezzlement,,FL,33139,Referral,4/1/2015,4/6/2015,Barclays,Closed with non-monetary relief,Yes,No
1310341,Credit card,,Billing disputes,,FL,32878,Referral,4/1/2015,4/3/2015,Barclays,Closed with explanation,Yes,No
1311908,Credit card,,Delinquent account,,OK,73013,Web,4/1/2015,4/6/2015,"URS Holding, LLC",Closed with explanation,Yes,No
1311975,Credit card,,Other,,,99208,Referral,4/1/2015,4/2/2015,USAA Savings,Closed with explanation,Yes,Yes
1311985,Credit card,,Billing disputes,,TX,77384,Referral,4/1/2015,4/2/2015,JPMorgan Chase,Closed with explanation,Yes,No
1310494,Credit card,,Billing statement,,MA,2420,Web,4/1/2015,4/1/2015,Amex,Closed with explanation,Yes,No
1310540,Credit card,,Closing/Cancelling account,,MN,56009,Phone,4/1/2015,4/3/2015,Wells Fargo,Closed with explanation,Yes,No
1310700,Credit card,,Transaction issue,,NY,12047,Web,4/1/2015,4/1/2015,Capital One,Closed with explanation,Yes,
1310672,Credit card,,Other,,TX,75234,Postal mail,4/1/2015,4/7/2015,Citibank,Closed with explanation,Yes,Yes
1310665,Credit card,,Billing statement,,OH,44625,Postal mail,4/1/2015,4/3/2015,GE Capital Retail,Closed with monetary relief,Yes,No
1310683,Credit card,,Billing statement,,AZ,85253,Web,4/1/2015,4/1/2015,Capital One,Closed with monetary relief,Yes,No
1310708,Credit card,,Other,,TX,76542,Web,4/1/2015,4/1/2015,USAA Savings,Closed with explanation,Yes,Yes
1310712,Credit card,,Privacy,,MS,39773,Referral,4/1/2015,4/3/2015,Bank of America,Closed with explanation,Yes,Yes
1312521,Credit card,,Credit card protection / Debt protection,,CA,92377,Referral,4/1/2015,4/6/2015,Wells Fargo,Closed with explanation,Yes,No
1310721,Credit card,,Privacy,,TX,76445,Web,4/1/2015,4/3/2015,GE Capital Retail,Closed with explanation,Yes,No
1312567,Credit card,,Payoff process,,WI,53066,Web,4/1/2015,4/2/2015,Wells Fargo,Closed with explanation,Yes,No
1312600,Credit card,,Delinquent account,,FL,33134,Web,4/1/2015,4/2/2015,Bank of America,Closed with explanation,Yes,No
1312599,Credit card,,Delinquent account,,FL,33134,Web,4/1/2015,4/2/2015,JPMorgan Chase,Closed with explanation,Yes,No
1312607,Credit card,,Identity theft / Fraud / Embezzlement,,CA,92143,Web,4/1/2015,4/2/2015,JPMorgan Chase,Closed with monetary relief,Yes,No
1312609,Credit card,,Late fee,,TX,76094,Web,4/1/2015,4/6/2015,GE Capital Retail,Closed with monetary relief,Yes,No
1309602,Credit card,,Billing disputes,,GA,30035,Web,3/31/2015,4/3/2015,JPMorgan Chase,Closed with explanation,Yes,No
1309568,Credit card,,Other,,NC,27587,Web,3/31/2015,3/31/2015,Discover,Closed with explanation,Yes,No
1309669,Credit card,,Unsolicited issuance of credit card,,CA,95120,Web,3/31/2015,3/31/2015,GE Capital Retail,Closed with monetary relief,Yes,No
1307779,Credit card,,Other,,IL,60640,Phone,3/31/2015,4/2/2015,Capital One,Closed with monetary relief,Yes,Yes
1307775,Credit card,,Payoff process,,IL,61801,Web,3/31/2015,4/2/2015,Citibank,Closed with explanation,Yes,No
1307796,Credit card,,APR or interest rate,,UT,84109,Postal mail,3/31/2015,4/3/2015,KeyBank NA,Closed with explanation,Yes,
1307901,Credit card,,Other,,MI,48126,Web,3/31/2015,3/31/2015,GE Capital Retail,Closed with explanation,Yes,No
1307908,Credit card,,Billing disputes,,FL,32810,Web,3/31/2015,3/31/2015,Synovus Bank,Closed with non-monetary relief,Yes,Yes
1307929,Credit card,,Customer service / Customer relations,,TX,79936,Web,3/31/2015,3/31/2015,Amex,Closed with non-monetary relief,Yes,No
1307959,Credit card,,Closing/Cancelling account,,KS,66441,Web,3/31/2015,3/31/2015,USAA Savings,Closed with explanation,Yes,Yes
1307949,Credit card,,Delinquent account,,FL,33026,Web,3/31/2015,3/31/2015,Discover,Closed with non-monetary relief,Yes,No
1310221,Credit card,,Late fee,,FL,33177,Web,3/31/2015,4/1/2015,JPMorgan Chase,Closed with explanation,Yes,Yes
1308460,Credit card,,Credit determination,,MA,1887,Phone,3/31/2015,4/2/2015,Citibank,Closed with non-monetary relief,Yes,No
1308374,Credit card,,Closing/Cancelling account,,WI,53563,Web,3/31/2015,4/2/2015,GE Capital Retail,Closed with monetary relief,Yes,No
1308974,Credit card,,Credit card protection / Debt protection,,DC,20004,Web,3/31/2015,3/31/2015,JPMorgan Chase,Closed with explanation,Yes,No
1308150,Credit card,,Billing statement,,NY,11103,Web,3/31/2015,3/31/2015,Citibank,Closed with monetary relief,Yes,No
1308160,Credit card,,Billing disputes,,CA,91107,Web,3/31/2015,3/31/2015,Discover,Closed with monetary relief,Yes,No
1308266,Credit card,,Closing/Cancelling account,,GA,30188,Web,3/31/2015,4/2/2015,GE Capital Retail,Closed with non-monetary relief,Yes,No
1308989,Credit card,,Credit card protection / Debt protection,,IA,,Referral,3/31/2015,4/3/2015,Wells Fargo,Closed with explanation,Yes,No
1309011,Credit card,,Rewards,,MA,2453,Web,3/31/2015,3/31/2015,TD Bank,Closed with monetary relief,Yes,Yes
1309148,Credit card,,Balance transfer,,KY,41094,Web,3/31/2015,4/2/2015,The Huntington National Bank,Closed with explanation,Yes,
1309209,Credit card,,Rewards,,CO,80525,Referral,3/31/2015,4/3/2015,Bank of America,Closed with monetary relief,Yes,No
1309224,Credit card,,Delinquent account,,DE,19971,Web,3/31/2015,3/31/2015,Bank of America,Closed with explanation,Yes,No
1309308,Credit card,,Closing/Cancelling account,,IL,60657,Web,3/31/2015,3/31/2015,GE Capital Retail,Closed with monetary relief,Yes,No
1309514,Credit card,,Late fee,,WA,98177,Fax,3/31/2015,4/3/2015,Amex,Closed with monetary relief,Yes,No
1309358,Credit card,,Billing disputes,,CA,94539,Web,3/31/2015,3/31/2015,Citibank,Closed with explanation,Yes,Yes
1309423,Credit card,,Delinquent account,,CA,92507,Web,3/31/2015,4/3/2015,"Northstar Location Services, LLC",Closed,Yes,No
1309419,Credit card,,Delinquent account,,NY,10467,Web,3/31/2015,3/31/2015,Capital One,Closed with explanation,Yes,Yes
1308478,Credit card,,Other fee,,CA,91325,Referral,3/31/2015,4/2/2015,Wells Fargo,Closed with non-monetary relief,Yes,Yes
1309498,Credit card,,Transaction issue,,CT,6073,Web,3/31/2015,3/31/2015,Citibank,Closed with explanation,Yes,No
1308499,Credit card,,Forbearance / Workout plans,,MA,1331,Referral,3/31/2015,4/2/2015,GE Capital Retail,Closed with explanation,Yes,No
1308498,Credit card,,Delinquent account,,CA,91507,Web,3/31/2015,3/31/2015,USAA Savings,Closed with explanation,Yes,Yes
1308488,Credit card,,Other,,NY,10579,Web,3/31/2015,3/31/2015,Capital One,Closed with non-monetary relief,Yes,No
1308370,Credit card,,Credit card protection / Debt protection,,MA,2149,Postal mail,3/31/2015,4/2/2015,Discover,Closed with explanation,Yes,
1308639,Credit card,,Unsolicited issuance of credit card,,AL,36853,Referral,3/31/2015,4/2/2015,TD Bank,Closed with explanation,Yes,No
1308704,Credit card,,Credit card protection / Debt protection,,TX,76226,Web,3/31/2015,3/31/2015,Citibank,Closed with explanation,Yes,Yes
1310374,Credit card,,APR or interest rate,,FL,33313,Web,3/31/2015,3/31/2015,Bank of America,Closed with explanation,Yes,No
1310363,Credit card,,Billing disputes,,CA,92657,Web,3/31/2015,4/17/2015,Citibank,Closed with explanation,Yes,
1308720,Credit card,,Sale of account,,NY,10003,Web,3/31/2015,4/3/2015,"Portfolio Recovery Associates, Inc.",Closed with explanation,Yes,No
1310383,Credit card,,Billing statement,,RI,2828,Web,3/31/2015,4/1/2015,Citibank,Closed with monetary relief,Yes,No
1308751,Credit card,,Unsolicited issuance of credit card,,KS,67156,Web,3/31/2015,4/6/2015,JPMorgan Chase,Closed with explanation,Yes,Yes
1310403,Credit card,,Billing statement,,WI,53022,Web,3/31/2015,4/1/2015,GE Capital Retail,Closed with monetary relief,Yes,No
1308363,Credit card,,Advertising and marketing,,VA,22306,Web,3/31/2015,3/31/2015,Citibank,Closed with monetary relief,Yes,No
1310424,Credit card,,Application processing delay,,TX,77385,Web,3/31/2015,4/1/2015,U.S. Bancorp,Closed with explanation,Yes,No
1310472,Credit card,,Late fee,,IN,47630,Web,3/31/2015,4/1/2015,Barclays,Closed with monetary relief,Yes,No
1309089,Credit card,,Other,,CA,94945,Web,3/31/2015,3/31/2015,Wells Fargo,Closed with explanation,Yes,Yes
1308382,Credit card,,Advertising and marketing,,MI,49341,Web,3/31/2015,3/31/2015,Amex,Closed with explanation,Yes,No
1308413,Credit card,,Identity theft / Fraud / Embezzlement,,NY,10021,Web,3/31/2015,3/31/2015,USAA Savings,Closed with explanation,Yes,No
1307243,Credit card,,Billing disputes,,FL,33904,Web,3/30/2015,3/30/2015,U.S. Bancorp,Closed with non-monetary relief,Yes,No
1307217,Credit card,,Billing disputes,,OH,44070,Web,3/30/2015,3/30/2015,Citibank,Closed with non-monetary relief,Yes,Yes
1307240,Credit card,,Advertising and marketing,,NY,11787,Phone,3/30/2015,3/30/2015,Amex,Closed with non-monetary relief,Yes,Yes
1307261,Credit card,,Other fee,,TX,76028,Web,3/30/2015,3/30/2015,Citibank,Closed with monetary relief,Yes,
1307259,Credit card,,Credit card protection / Debt protection,,TN,37069,Web,3/30/2015,3/30/2015,Fifth Third Bank,Closed with explanation,Yes,No
1307284,Credit card,,Billing disputes,,NJ,8088,Web,3/30/2015,3/30/2015,GE Capital Retail,Closed with monetary relief,Yes,No
1307268,Credit card,,Identity theft / Fraud / Embezzlement,,PA,15202,Web,3/30/2015,4/2/2015,Bank of America,Closed with explanation,Yes,No
1307300,Credit card,,Closing/Cancelling account,,IL,60629,Web,3/30/2015,3/30/2015,Citibank,Closed with non-monetary relief,Yes,No
1307344,Credit card,,Billing disputes,,SC,29485,Web,3/30/2015,3/30/2015,Navy FCU,Closed with explanation,Yes,
1306547,Credit card,,Credit card protection / Debt protection,,NV,89128,Web,3/30/2015,3/30/2015,Amex,Closed with monetary relief,Yes,Yes
1307364,Credit card,,Customer service / Customer relations,,CA,94612,Web,3/30/2015,3/30/2015,Capital One,Closed with explanation,Yes,Yes
1307395,Credit card,,Other,,MD,20815,Web,3/30/2015,3/30/2015,Citibank,Closed with non-monetary relief,Yes,No
1307451,Credit card,,APR or interest rate,,VA,23666,Referral,3/30/2015,4/2/2015,GE Capital Retail,Closed with explanation,Yes,Yes
1307481,Credit card,,Late fee,,PA,15601,Web,3/30/2015,4/3/2015,Bank of America,Closed with monetary relief,Yes,No
1308091,Credit card,,Billing statement,,AZ,85248,Web,3/30/2015,3/31/2015,GE Capital Retail,Closed with explanation,Yes,Yes
1307522,Credit card,,Rewards,,FL,32244,Web,3/30/2015,3/30/2015,Amex,Closed with non-monetary relief,Yes,No
1307521,Credit card,,Identity theft / Fraud / Embezzlement,,NY,11235,Web,3/30/2015,3/30/2015,Citibank,Closed with monetary relief,Yes,No
1307594,Credit card,,Identity theft / Fraud / Embezzlement,,CT,6516,Phone,3/30/2015,4/2/2015,Capital One,Closed with monetary relief,Yes,Yes
1307592,Credit card,,Advertising and marketing,,MA,1772,Web,3/30/2015,4/2/2015,Barclays,Closed with monetary relief,Yes,Yes
1307638,Credit card,,Late fee,,TX,77077,Web,3/30/2015,3/30/2015,JPMorgan Chase,Closed with monetary relief,Yes,Yes
1307940,Credit card,,Other,,CA,94702,Web,3/30/2015,3/31/2015,Capital One,Closed with explanation,Yes,
1308032,Credit card,,Arbitration,,FL,33444,Web,3/30/2015,3/31/2015,Amex,Closed with explanation,Yes,No
1308057,Credit card,,Unsolicited issuance of credit card,,MD,21075,Web,3/30/2015,4/2/2015,Blackhawk Network Holdings Inc.,Closed with explanation,Yes,No
1308045,Credit card,,Billing disputes,,WI,53132,Web,3/30/2015,3/31/2015,GE Capital Retail,Closed with monetary relief,Yes,Yes
1308067,Credit card,,Other,,CA,94022,Web,3/30/2015,3/31/2015,JPMorgan Chase,Closed with monetary relief,Yes,Yes
1308065,Credit card,,Privacy,,NV,89109,Web,3/30/2015,3/31/2015,Citibank,Closed with explanation,Yes,No
1306559,Credit card,,Credit line increase/decrease,,CA,93447,Web,3/30/2015,3/30/2015,Discover,Closed with explanation,Yes,Yes
1308144,Credit card,,Billing statement,,PA,19031,Web,3/30/2015,3/31/2015,Citibank,Closed with monetary relief,Yes,Yes
1306624,Credit card,,Other,,GA,31008,Phone,3/30/2015,3/30/2015,Capital One,Closed with explanation,Yes,Yes
1306633,Credit card,,Billing disputes,,NY,10924,Fax,3/30/2015,4/2/2015,TD Bank,Closed with monetary relief,Yes,No
1306631,Credit card,,Credit card protection / Debt protection,,NY,10977,Web,3/30/2015,3/30/2015,Capital One,Closed with explanation,Yes,Yes
1306716,Credit card,,Closing/Cancelling account,,CA,94570,Web,3/30/2015,3/30/2015,Capital One,Closed with explanation,Yes,Yes
1306720,Credit card,,Other fee,,CA,94510,Web,3/30/2015,4/2/2015,Amex,Closed with explanation,Yes,No
1306904,Credit card,,Credit line increase/decrease,,NY,11803,Web,3/30/2015,3/30/2015,Citibank,Closed with explanation,Yes,No
1306993,Credit card,,Balance transfer,,CA,93401,Web,3/30/2015,3/30/2015,JPMorgan Chase,Closed with explanation,Yes,No
1307037,Credit card,,Credit card protection / Debt protection,,WA,98290,Web,3/30/2015,3/30/2015,Bank of America,Closed with monetary relief,Yes,No
1307080,Credit card,,Customer service / Customer relations,,CA,90008,Web,3/30/2015,4/2/2015,Citibank,Closed with explanation,Yes,No
1307150,Credit card,,Identity theft / Fraud / Embezzlement,,RI,2920,Web,3/30/2015,3/30/2015,Barclays,Closed with explanation,Yes,Yes
1307106,Credit card,,Unsolicited issuance of credit card,,MI,48025,Web,3/30/2015,3/30/2015,JPMorgan Chase,Closed with non-monetary relief,Yes,No
1307159,Credit card,,Other,,NJ,8817,Web,3/30/2015,3/30/2015,Capital One,Closed with explanation,Yes,
1307175,Credit card,,APR or interest rate,,IL,60035,Web,3/30/2015,3/30/2015,Discover,Closed with explanation,Yes,Yes
1306142,Credit card,,Other fee,,AR,72315,Web,3/29/2015,3/29/2015,Capital One,Closed with monetary relief,Yes,No
1306177,Credit card,,Payoff process,,TX,78610,Web,3/29/2015,4/2/2015,JPMorgan Chase,Closed with explanation,Yes,No
1306178,Credit card,,Payoff process,,TX,78610,Web,3/29/2015,3/29/2015,Capital One,Closed with explanation,Yes,No
1306176,Credit card,,Payoff process,,TX,78610,Web,3/29/2015,3/29/2015,JPMorgan Chase,Closed with explanation,Yes,No
1306182,Credit card,,APR or interest rate,,DE,19720,Web,3/29/2015,3/29/2015,RBS Citizens,Closed with monetary relief,Yes,
1306251,Credit card,,Billing disputes,,CA,91901,Web,3/29/2015,3/29/2015,Citibank,Closed with explanation,Yes,No
1306315,Credit card,,Billing disputes,,NY,10950,Web,3/29/2015,4/2/2015,Amex,Closed with explanation,Yes,Yes
1306312,Credit card,,Unsolicited issuance of credit card,,TX,75248,Web,3/29/2015,4/6/2015,PayPal,Closed with non-monetary relief,Yes,No
1306353,Credit card,,Customer service / Customer relations,,NJ,7052,Web,3/29/2015,3/29/2015,JPMorgan Chase,Closed with explanation,Yes,Yes
1306333,Credit card,,Payoff process,,OH,44104,Web,3/29/2015,3/29/2015,JPMorgan Chase,Closed with explanation,Yes,No
1306332,Credit card,,Other,,PA,17043,Web,3/29/2015,3/29/2015,GE Capital Retail,Closed with explanation,Yes,No
1306330,Credit card,,Billing disputes,,LA,70184,Web,3/29/2015,4/17/2015,Wells Fargo,Closed with explanation,Yes,
1306344,Credit card,,Other,,NY,11557,Web,3/29/2015,3/29/2015,Citibank,Closed with explanation,Yes,No
1306342,Credit card,,Customer service / Customer relations,,MD,21015,Web,3/29/2015,3/29/2015,Synovus Bank,Closed with explanation,Yes,No
1307656,Credit card,,Credit card protection / Debt protection,,IL,60445,Web,3/29/2015,3/30/2015,JPMorgan Chase,Closed with explanation,Yes,Yes
1306374,Credit card,,Closing/Cancelling account,,NY,11202,Web,3/29/2015,3/29/2015,Amex,Closed with explanation,Yes,No
1306376,Credit card,,Application processing delay,,ME,4981,Web,3/29/2015,4/2/2015,GE Capital Retail,Closed with explanation,Yes,No
1306380,Credit card,,Credit card protection / Debt protection,,IL,60445,Web,3/29/2015,4/2/2015,"Continental Finance Company, LLC",Closed with explanation,Yes,Yes
1306676,Credit card,,Customer service / Customer relations,,CA,90504,Web,3/29/2015,3/30/2015,JPMorgan Chase,Closed with explanation,Yes,No
1306630,Credit card,,Unsolicited issuance of credit card,,FL,33311,Web,3/29/2015,3/30/2015,Capital One,Closed with explanation,Yes,No
1306666,Credit card,,Credit card protection / Debt protection,,TX,75206,Web,3/29/2015,3/30/2015,Barclays,Closed with explanation,Yes,No
1306690,Credit card,,Customer service / Customer relations,,HI,96706,Web,3/29/2015,4/2/2015,Citibank,Closed with explanation,Yes,No
1306687,Credit card,,Closing/Cancelling account,,MI,48322,Web,3/29/2015,3/30/2015,Bank of America,Closed with explanation,Yes,No
1306686,Credit card,,Billing disputes,,WI,53959,Web,3/29/2015,3/30/2015,Bank of America,Closed with explanation,Yes,No
1306689,Credit card,,Credit card protection / Debt protection,,CA,91789,Web,3/29/2015,3/30/2015,JPMorgan Chase,Closed with explanation,Yes,No
